date,count,package
2022-03-20,797,gt
2022-03-21,1973,gt
2022-03-22,1720,gt
2022-03-23,1569,gt
2022-03-24,1523,gt
2022-03-25,1568,gt
2022-03-26,793,gt
2022-03-27,819,gt
2022-03-28,1737,gt
2022-03-29,1830,gt
2022-03-30,1619,gt
2022-03-31,1551,gt
2022-04-01,1354,gt
2022-04-02,903,gt
2022-04-03,788,gt
2022-04-04,1664,gt
2022-04-05,1733,gt
2022-04-06,1746,gt
2022-04-07,1778,gt
2022-04-08,1722,gt
2022-04-09,805,gt
2022-04-10,749,gt
2022-04-11,1457,gt
2022-04-12,1610,gt
2022-04-13,1515,gt
2022-04-14,1450,gt
2022-04-15,NA,gt
2022-04-16,854,gt
2022-04-17,799,gt
2022-04-18,1297,gt
2022-04-19,1772,gt
2022-04-20,1838,gt
2022-04-21,1877,gt
2022-04-22,2698,gt
2022-04-23,1306,gt
2022-04-24,1266,gt
2022-04-25,NA,gt
2022-04-26,2345,gt
2022-04-27,2264,gt
2022-04-28,2070,gt
2022-04-29,1776,gt
2022-04-30,903,gt
2022-05-01,998,gt
2022-05-02,1902,gt
2022-05-03,2170,gt
2022-05-04,2055,gt
2022-05-05,2207,gt
2022-05-06,1816,gt
2022-05-07,935,gt
2022-05-08,857,gt
2022-05-09,1989,gt
2022-05-10,2418,gt
2022-05-11,2229,gt
2022-05-12,1762,gt
2022-05-13,1628,gt
2022-05-14,632,gt
2022-05-15,638,gt
2022-05-16,1829,gt
2022-05-17,2429,gt
2022-05-18,2030,gt
2022-05-19,2248,gt
2022-05-20,1595,gt
2022-05-21,724,gt
2022-05-22,804,gt
2022-05-23,1671,gt
2022-05-24,3320,gt
2022-05-25,2536,gt
2022-05-26,2083,gt
2022-05-27,1557,gt
2022-05-28,838,gt
2022-05-29,912,gt
2022-05-30,1535,gt
2022-05-31,1981,gt
2022-06-01,1849,gt
2022-06-02,1655,gt
2022-06-03,1596,gt
2022-06-04,769,gt
2022-06-05,923,gt
2022-06-06,1697,gt
2022-06-07,2077,gt
2022-06-08,1904,gt
2022-06-09,1946,gt
2022-06-10,1533,gt
2022-06-11,918,gt
2022-06-12,829,gt
2022-06-13,1991,gt
2022-06-14,2011,gt
2022-06-15,1824,gt
2022-06-16,1818,gt
2022-06-17,1554,gt
2022-06-18,716,gt
2022-06-19,696,gt
2022-06-20,1612,gt
2022-06-21,1453,gt
2022-06-22,1655,gt
2022-06-23,1593,gt
2022-06-24,1341,gt
2022-06-25,674,gt
2022-06-26,796,gt
2022-06-27,1585,gt
2022-06-28,1563,gt
2022-06-29,1524,gt
2022-06-30,1624,gt
2022-07-01,1311,gt
2022-07-02,655,gt
2022-07-03,684,gt
2022-07-11,1417,gt
2022-07-12,1414,gt
2022-07-13,1719,gt
2022-07-14,1486,gt
2022-07-15,1347,gt
2022-07-16,1009,gt
2022-07-17,641,gt
2022-07-18,1464,gt
2022-07-19,1574,gt
2022-07-20,1534,gt
2022-07-21,1610,gt
2022-07-22,1259,gt
2022-07-23,668,gt
2022-07-24,1341,gt
2022-07-25,2146,gt
2022-07-26,1883,gt
2022-07-27,1527,gt
2022-07-28,1638,gt
2022-07-29,1125,gt
2022-07-30,644,gt
2022-07-31,725,gt
2022-08-01,1493,gt
2022-08-02,1558,gt
2022-08-03,1545,gt
2022-08-04,1675,gt
2022-08-05,1240,gt
2022-08-06,682,gt
2022-08-07,685,gt
2022-08-08,1327,gt
2022-08-09,1576,gt
2022-08-10,1502,gt
2022-08-11,1382,gt
2022-08-12,1223,gt
2022-08-13,574,gt
2022-08-14,581,gt
2022-08-15,1679,gt
2022-08-16,1708,gt
2022-08-17,1176,gt
2022-08-18,1437,gt
2022-08-19,1146,gt
2022-08-20,579,gt
2022-08-21,711,gt
2022-08-22,1500,gt
2022-08-23,1647,gt
2022-08-24,1682,gt
2022-08-25,2337,gt
2022-08-26,2149,gt
2022-08-27,922,gt
2022-08-28,924,gt
2022-08-29,2094,gt
2022-08-30,2069,gt
2022-08-31,1921,gt
2022-09-01,1822,gt
2022-09-02,1505,gt
2022-09-03,756,gt
2022-09-04,735,gt
2022-09-05,1466,gt
2022-09-06,1785,gt
2022-09-07,1722,gt
2022-09-08,1906,gt
2022-09-09,1580,gt
2022-09-10,915,gt
2022-09-11,1030,gt
2022-09-12,1834,gt
2022-09-13,1861,gt
2022-09-14,1855,gt
2022-09-15,1823,gt
2022-09-16,1604,gt
2022-09-17,938,gt
2022-09-18,942,gt
2022-09-19,1899,gt
2022-09-20,1911,gt
2022-09-21,1746,gt
2022-09-22,1661,gt
2022-09-23,1597,gt
2022-09-24,742,gt
2022-09-25,833,gt
2022-09-26,1961,gt
2022-09-27,2151,gt
2022-09-28,1984,gt
2022-09-29,1827,gt
2022-09-30,1575,gt
2022-10-01,710,gt
2022-10-02,784,gt
2022-10-03,1611,gt
2022-10-04,1985,gt
2022-10-05,2069,gt
2022-10-06,1880,gt
2022-10-07,1659,gt
2022-10-08,847,gt
2022-10-09,764,gt
2022-10-10,1775,gt
2022-10-11,2157,gt
2022-10-12,2119,gt
2022-10-13,1815,gt
2022-10-14,2045,gt
2022-10-15,890,gt
2022-10-16,978,gt
2022-01-01,4605,shiny
2022-01-02,5092,shiny
2022-01-03,8566,shiny
2022-01-04,10199,shiny
2022-01-05,10680,shiny
2022-01-06,9588,shiny
2022-01-07,9337,shiny
2022-01-08,5670,shiny
2022-01-09,5654,shiny
2022-01-10,10727,shiny
2022-01-11,11931,shiny
2022-01-12,11994,shiny
2022-01-13,11092,shiny
2022-01-14,10636,shiny
2022-01-15,6045,shiny
2022-01-16,6339,shiny
2022-01-17,10581,shiny
2022-01-18,11298,shiny
2022-01-19,12473,shiny
2022-01-20,11940,shiny
2022-01-21,11023,shiny
2022-01-22,6476,shiny
2022-01-23,6333,shiny
2022-01-24,11700,shiny
2022-01-25,12069,shiny
2022-01-26,11919,shiny
2022-01-27,12013,shiny
2022-01-28,10385,shiny
2022-01-29,6281,shiny
2022-01-30,6153,shiny
2022-01-31,10862,shiny
2022-02-01,11793,shiny
2022-02-02,11749,shiny
2022-02-03,11252,shiny
2022-02-04,10697,shiny
2022-02-05,6259,shiny
2022-02-06,6294,shiny
2022-02-07,11883,shiny
2022-02-08,12977,shiny
2022-02-09,12741,shiny
2022-02-10,11993,shiny
2022-02-11,11076,shiny
2022-02-12,6182,shiny
2022-02-13,6496,shiny
2022-02-14,11686,shiny
2022-02-15,12697,shiny
2022-02-16,12339,shiny
2022-02-17,11691,shiny
2022-02-18,NA,shiny
2022-02-19,6122,shiny
2022-02-20,6220,shiny
2022-02-21,11670,shiny
2022-02-22,11896,shiny
2022-02-23,12477,shiny
2022-02-24,11350,shiny
2022-02-25,9640,shiny
2022-02-26,5291,shiny
2022-02-27,5605,shiny
2022-02-28,9981,shiny
2022-03-01,11355,shiny
2022-03-02,11817,shiny
2022-03-03,11125,shiny
2022-03-04,10174,shiny
2022-03-05,5388,shiny
2022-03-06,5426,shiny
2022-03-07,11266,shiny
2022-03-08,11664,shiny
2022-03-09,11422,shiny
2022-03-10,11948,shiny
2022-03-11,10433,shiny
2022-03-12,5777,shiny
2022-03-13,6120,shiny
2022-03-14,12045,shiny
2022-03-15,12852,shiny
2022-03-16,11989,shiny
2022-03-17,11484,shiny
2022-03-18,10417,shiny
2022-03-19,6391,shiny
2022-03-20,6206,shiny
2022-03-21,11922,shiny
2022-03-22,11931,shiny
2022-03-23,12305,shiny
2022-03-24,11858,shiny
2022-03-25,10229,shiny
2022-03-26,5923,shiny
2022-03-27,6195,shiny
2022-03-28,NA,shiny
2022-03-29,12333,shiny
2022-03-30,12763,shiny
2022-03-31,12727,shiny
2022-04-01,10219,shiny
2022-04-02,5807,shiny
2022-04-03,5865,shiny
2022-04-04,11128,shiny
2022-04-05,12016,shiny
2022-04-06,12637,shiny
2022-04-07,11700,shiny
2022-04-08,10113,shiny
2022-04-09,5849,shiny
2022-04-10,5927,shiny
2022-04-11,11591,shiny
2022-04-12,11954,shiny
2022-04-13,10941,shiny
2022-04-14,10925,shiny
2022-04-15,8135,shiny
2022-04-16,5935,shiny
2022-04-17,5797,shiny
2022-04-18,9241,shiny
2022-04-19,12130,shiny
2022-04-20,12652,shiny
2022-04-21,12324,shiny
2022-04-22,11203,shiny
2022-04-23,7116,shiny
2022-04-24,7054,shiny
2022-04-25,12658,shiny
2022-04-26,13043,shiny
2022-04-27,12497,shiny
2022-04-28,12833,shiny
2022-04-29,11728,shiny
2022-04-30,6486,shiny
2022-05-01,6627,shiny
2022-05-02,11601,shiny
2022-05-03,12528,shiny
2022-05-04,12330,shiny
2022-05-05,11984,shiny
2022-05-06,11345,shiny
2022-05-07,7067,shiny
2022-05-08,6094,shiny
2022-05-09,12344,shiny
2022-05-10,12665,shiny
2022-05-11,12833,shiny
2022-05-12,12604,shiny
2022-05-13,11099,shiny
2022-05-14,6811,shiny
2022-05-15,6645,shiny
2022-05-16,12359,shiny
2022-05-17,13216,shiny
2022-05-18,12166,shiny
2022-05-19,12340,shiny
2022-05-20,11026,shiny
2022-05-21,6622,shiny
2022-05-22,6461,shiny
2022-05-23,12303,shiny
2022-05-24,NA,shiny
2022-05-25,11946,shiny
2022-05-26,10488,shiny
2022-05-27,9537,shiny
2022-05-28,5979,shiny
2022-05-29,6363,shiny
2022-05-30,10681,shiny
2022-05-31,12506,shiny
2022-06-01,12030,shiny
2022-06-02,11923,shiny
2022-06-03,10589,shiny
2022-06-04,6010,shiny
2022-06-05,6402,shiny
2022-06-06,10750,shiny
2022-06-07,13520,shiny
2022-06-08,12661,shiny
2022-06-09,12986,shiny
2022-06-10,12996,shiny
2022-06-11,9969,shiny
2022-06-12,9873,shiny
2022-06-13,15321,shiny
2022-06-14,15054,shiny
2022-06-15,14618,shiny
2022-06-16,13314,shiny
2022-06-17,11333,shiny
2022-06-18,6509,shiny
2022-06-19,6950,shiny
2022-06-20,11810,shiny
2022-06-21,12359,shiny
2022-06-22,12389,shiny
2022-06-23,11502,shiny
2022-06-24,10491,shiny
2022-06-25,6652,shiny
2022-06-26,6817,shiny
2022-06-27,12952,shiny
2022-06-28,11194,shiny
2022-06-29,10573,shiny
2022-06-30,10483,shiny
2022-07-01,9431,shiny
2022-07-02,5341,shiny
2022-07-03,5634,shiny
2022-07-11,10891,shiny
2022-07-12,10920,shiny
2022-07-13,10544,shiny
2022-07-14,10812,shiny
2022-07-15,10109,shiny
2022-07-16,6377,shiny
2022-07-17,6702,shiny
2022-07-18,11359,shiny
2022-07-19,17256,shiny
2022-07-20,16714,shiny
2022-07-21,19012,shiny
2022-07-22,15956,shiny
2022-07-23,9630,shiny
2022-07-24,10031,shiny
2022-07-25,17653,shiny
2022-07-26,19873,shiny
2022-07-27,17101,shiny
2022-07-28,17153,shiny
2022-07-29,14133,shiny
2022-07-30,8712,shiny
2022-07-31,9854,shiny
2022-08-01,16890,shiny
2022-08-02,16498,shiny
2022-08-03,16505,shiny
2022-08-04,16390,shiny
2022-08-05,14598,shiny
2022-08-06,8562,shiny
2022-08-07,8546,shiny
2022-08-08,16092,shiny
2022-08-09,15992,shiny
2022-08-10,15167,shiny
2022-08-11,16064,shiny
2022-08-12,16285,shiny
2022-08-13,8062,shiny
2022-08-14,7848,shiny
2022-08-15,13964,shiny
2022-08-16,16008,shiny
2022-08-17,15576,shiny
2022-08-18,15925,shiny
2022-08-19,14265,shiny
2022-08-20,10167,shiny
2022-08-21,8935,shiny
2022-08-22,17130,shiny
2022-08-23,17553,shiny
2022-08-24,17513,shiny
2022-08-25,17139,shiny
2022-08-26,15190,shiny
2022-08-27,9248,shiny
2022-08-28,9179,shiny
2022-08-29,16412,shiny
2022-08-30,17236,shiny
2022-08-31,17755,shiny
2022-09-01,16851,shiny
2022-09-02,15248,shiny
2022-09-03,8595,shiny
2022-09-04,8693,shiny
2022-09-05,14528,shiny
2022-09-06,18052,shiny
2022-09-07,17304,shiny
2022-09-08,18023,shiny
2022-09-09,14827,shiny
2022-09-10,8036,shiny
2022-09-11,8830,shiny
2022-09-12,16535,shiny
2022-09-13,18768,shiny
2022-09-14,18392,shiny
2022-09-15,18296,shiny
2022-09-16,15391,shiny
2022-09-17,8822,shiny
2022-09-18,9464,shiny
2022-09-19,17519,shiny
2022-09-20,19111,shiny
2022-09-21,17853,shiny
2022-09-22,17101,shiny
2022-09-23,54073,shiny
2022-09-24,14859,shiny
2022-09-25,11570,shiny
2022-09-26,53896,shiny
2022-09-27,122549,shiny
2022-09-28,96083,shiny
2022-09-29,70831,shiny
2022-09-30,63959,shiny
2022-10-01,23238,shiny
2022-10-02,8978,shiny
2022-10-03,46821,shiny
2022-10-04,20022,shiny
2022-10-05,17752,shiny
2022-10-06,26780,shiny
2022-10-07,56731,shiny
2022-10-08,12704,shiny
2022-10-09,9302,shiny
2022-10-10,48132,shiny
2022-10-11,41047,shiny
2022-10-12,60311,shiny
2022-10-13,69517,shiny
2022-10-14,62186,shiny
2022-10-15,9822,shiny
2022-10-16,10429,shiny
2022-01-01,5095,viridis
2022-01-02,NA,viridis
2022-01-03,11181,viridis
2022-01-04,11733,viridis
2022-01-05,12988,viridis
2022-01-06,14109,viridis
2022-01-07,12294,viridis
2022-01-08,7067,viridis
2022-01-09,6848,viridis
2022-01-10,13124,viridis
2022-01-11,14982,viridis
2022-01-12,13985,viridis
2022-01-13,13813,viridis
2022-01-14,12988,viridis
2022-01-15,7097,viridis
2022-01-16,7409,viridis
2022-01-17,12923,viridis
2022-01-18,14638,viridis
2022-01-19,15773,viridis
2022-01-20,14021,viridis
2022-01-21,13686,viridis
2022-01-22,7903,viridis
2022-01-23,7680,viridis
2022-01-24,15268,viridis
2022-01-25,16827,viridis
2022-01-26,17118,viridis
2022-01-27,15045,viridis
2022-01-28,17110,viridis
2022-01-29,9249,viridis
2022-01-30,8653,viridis
2022-01-31,19714,viridis
2022-02-01,19233,viridis
2022-02-02,18192,viridis
2022-02-03,19467,viridis
2022-02-04,18186,viridis
2022-02-05,10344,viridis
2022-02-06,10155,viridis
2022-02-07,22286,viridis
2022-02-08,20290,viridis
2022-02-09,19597,viridis
2022-02-10,16753,viridis
2022-02-11,18154,viridis
2022-02-12,7560,viridis
2022-02-13,9299,viridis
2022-02-14,21753,viridis
2022-02-15,18084,viridis
2022-02-16,18217,viridis
2022-02-17,12991,viridis
2022-02-18,12221,viridis
2022-02-19,6067,viridis
2022-02-20,6173,viridis
2022-02-21,13533,viridis
2022-02-22,14056,viridis
2022-02-23,13425,viridis
2022-02-24,12951,viridis
2022-02-25,11055,viridis
2022-02-26,5860,viridis
2022-02-27,5930,viridis
2022-02-28,11322,viridis
2022-03-01,12453,viridis
2022-03-02,13355,viridis
2022-03-03,13122,viridis
2022-03-04,11724,viridis
2022-03-05,6191,viridis
2022-03-06,6166,viridis
2022-03-07,13350,viridis
2022-03-08,14392,viridis
2022-03-09,14370,viridis
2022-03-10,13522,viridis
2022-03-11,12297,viridis
2022-03-12,6319,viridis
2022-03-13,6715,viridis
2022-03-14,14542,viridis
2022-03-15,14271,viridis
2022-03-16,14851,viridis
2022-03-17,13798,viridis
2022-03-18,12938,viridis
2022-03-19,6947,viridis
2022-03-20,6611,viridis
2022-03-21,14407,viridis
2022-03-22,14198,viridis
2022-03-23,14155,viridis
2022-03-24,13643,viridis
2022-03-25,11411,viridis
2022-03-26,6256,viridis
2022-03-27,6734,viridis
2022-03-28,13296,viridis
2022-03-29,13727,viridis
2022-03-30,14170,viridis
2022-03-31,13911,viridis
2022-04-01,12304,viridis
2022-04-02,6231,viridis
2022-04-03,6461,viridis
2022-04-04,13719,viridis
2022-04-05,14372,viridis
2022-04-06,14460,viridis
2022-04-07,13238,viridis
2022-04-08,12110,viridis
2022-04-09,6302,viridis
2022-04-10,6198,viridis
2022-04-11,12957,viridis
2022-04-12,13256,viridis
2022-04-13,12669,viridis
2022-04-14,12037,viridis
2022-04-15,8441,viridis
2022-04-16,5559,viridis
2022-04-17,5671,viridis
2022-04-18,12260,viridis
2022-04-19,14234,viridis
2022-04-20,14775,viridis
2022-04-21,13674,viridis
2022-04-22,12963,viridis
2022-04-23,7215,viridis
2022-04-24,7378,viridis
2022-04-25,14312,viridis
2022-04-26,16420,viridis
2022-04-27,18100,viridis
2022-04-28,17793,viridis
2022-04-29,12971,viridis
2022-04-30,6866,viridis
2022-05-01,7005,viridis
2022-05-02,13320,viridis
2022-05-03,14436,viridis
2022-05-04,15147,viridis
2022-05-05,14574,viridis
2022-05-06,12872,viridis
2022-05-07,7143,viridis
2022-05-08,7096,viridis
2022-05-09,15452,viridis
2022-05-10,NA,viridis
2022-05-11,14544,viridis
2022-05-12,15737,viridis
2022-05-13,12181,viridis
2022-05-14,6096,viridis
2022-05-15,6204,viridis
2022-05-16,13457,viridis
2022-05-17,16989,viridis
2022-05-18,14061,viridis
2022-05-19,14492,viridis
2022-05-20,11816,viridis
2022-05-21,6024,viridis
2022-05-22,6004,viridis
2022-05-23,13775,viridis
2022-05-24,18281,viridis
2022-05-25,14046,viridis
2022-05-26,12587,viridis
2022-05-27,10414,viridis
2022-05-28,6082,viridis
2022-05-29,6226,viridis
2022-05-30,11209,viridis
2022-05-31,13797,viridis
2022-06-01,12797,viridis
2022-06-02,11567,viridis
2022-06-03,10809,viridis
2022-06-04,6179,viridis
2022-06-05,5900,viridis
2022-06-06,12238,viridis
2022-06-07,13354,viridis
2022-06-08,16473,viridis
2022-06-09,13907,viridis
2022-06-10,11205,viridis
2022-06-11,6140,viridis
2022-06-12,6237,viridis
2022-06-13,12700,viridis
2022-06-14,13042,viridis
2022-06-15,12825,viridis
2022-06-16,12278,viridis
2022-06-17,10450,viridis
2022-06-18,5597,viridis
2022-06-19,5668,viridis
2022-06-20,14368,viridis
2022-06-21,13885,viridis
2022-06-22,12487,viridis
2022-06-23,12596,viridis
2022-06-24,10684,viridis
2022-06-25,5609,viridis
2022-06-26,5634,viridis
2022-06-27,12439,viridis
2022-06-28,11524,viridis
2022-06-29,12371,viridis
2022-06-30,10535,viridis
2022-07-01,10459,viridis
2022-07-02,5285,viridis
2022-07-03,5565,viridis
2022-07-11,11554,viridis
2022-07-12,12479,viridis
2022-07-13,13166,viridis
2022-07-14,11863,viridis
2022-07-15,10621,viridis
2022-07-16,6733,viridis
2022-07-17,6794,viridis
2022-07-18,12312,viridis
2022-07-19,12253,viridis
2022-07-20,13112,viridis
2022-07-21,12453,viridis
2022-07-22,9847,viridis
2022-07-23,5686,viridis
2022-07-24,6802,viridis
2022-07-25,12947,viridis
2022-07-26,12041,viridis
2022-07-27,11011,viridis
2022-07-28,10470,viridis
2022-07-29,9428,viridis
2022-07-30,5106,viridis
2022-07-31,5385,viridis
2022-08-01,12052,viridis
2022-08-02,11744,viridis
2022-08-03,11395,viridis
2022-08-04,11383,viridis
2022-08-05,9590,viridis
2022-08-06,5682,viridis
2022-08-07,5758,viridis
2022-08-08,11447,viridis
2022-08-09,10902,viridis
2022-08-10,10744,viridis
2022-08-11,11325,viridis
2022-08-12,17932,viridis
2022-08-13,5863,viridis
2022-08-14,5561,viridis
2022-08-15,9872,viridis
2022-08-16,11508,viridis
2022-08-17,12105,viridis
2022-08-18,11476,viridis
2022-08-19,10583,viridis
2022-08-20,6120,viridis
2022-08-21,6035,viridis
2022-08-22,15287,viridis
2022-08-23,15818,viridis
2022-08-24,13225,viridis
2022-08-25,12802,viridis
2022-08-26,12461,viridis
2022-08-27,6240,viridis
2022-08-28,5968,viridis
2022-08-29,12810,viridis
2022-08-30,12152,viridis
2022-08-31,11735,viridis
2022-09-01,11944,viridis
2022-09-02,10594,viridis
2022-09-03,5680,viridis
2022-09-04,5775,viridis
2022-09-05,10269,viridis
2022-09-06,12869,viridis
2022-09-07,11861,viridis
2022-09-08,12250,viridis
2022-09-09,10798,viridis
2022-09-10,5623,viridis
2022-09-11,6111,viridis
2022-09-12,11513,viridis
2022-09-13,12665,viridis
2022-09-14,12918,viridis
2022-09-15,12943,viridis
2022-09-16,10879,viridis
2022-09-17,5882,viridis
2022-09-18,6021,viridis
2022-09-19,12601,viridis
2022-09-20,13327,viridis
2022-09-21,12973,viridis
2022-09-22,12713,viridis
2022-09-23,10928,viridis
2022-09-24,6106,viridis
2022-09-25,6399,viridis
2022-09-26,12901,viridis
2022-09-27,14266,viridis
2022-09-28,13619,viridis
2022-09-29,13263,viridis
2022-09-30,11171,viridis
2022-10-01,5776,viridis
2022-10-02,5735,viridis
2022-10-03,12329,viridis
2022-10-04,13318,viridis
2022-10-05,12603,viridis
2022-10-06,13188,viridis
2022-10-07,10849,viridis
2022-10-08,6337,viridis
2022-10-09,6541,viridis
2022-10-10,12682,viridis
2022-10-11,13594,viridis
2022-10-12,14369,viridis
2022-10-13,13633,viridis
2022-10-14,11275,viridis
2022-10-15,6115,viridis
2022-10-16,6110,viridis
2022-01-01,399,tidymodels
2022-01-02,428,tidymodels
2022-01-03,1086,tidymodels
2022-01-04,1277,tidymodels
2022-01-05,1159,tidymodels
2022-01-06,2636,tidymodels
2022-01-07,1368,tidymodels
2022-01-08,843,tidymodels
2022-01-09,758,tidymodels
2022-01-10,1469,tidymodels
2022-01-11,1177,tidymodels
2022-01-12,1408,tidymodels
2022-01-13,1249,tidymodels
2022-01-14,1156,tidymodels
2022-01-15,479,tidymodels
2022-01-16,490,tidymodels
2022-01-17,999,tidymodels
2022-01-18,1268,tidymodels
2022-01-19,1734,tidymodels
2022-01-20,1658,tidymodels
2022-01-21,1458,tidymodels
2022-01-22,610,tidymodels
2022-01-23,541,tidymodels
2022-01-24,1770,tidymodels
2022-01-25,1597,tidymodels
2022-01-26,1500,tidymodels
2022-01-27,1586,tidymodels
2022-01-28,1425,tidymodels
2022-01-29,607,tidymodels
2022-01-30,671,tidymodels
2022-01-31,1500,tidymodels
2022-02-01,1622,tidymodels
2022-02-02,1884,tidymodels
2022-02-03,1687,tidymodels
2022-02-04,1563,tidymodels
2022-02-05,586,tidymodels
2022-02-06,711,tidymodels
2022-02-07,1811,tidymodels
2022-02-08,NA,tidymodels
2022-02-09,1983,tidymodels
2022-02-10,1659,tidymodels
2022-02-11,1683,tidymodels
2022-02-12,844,tidymodels
2022-02-13,757,tidymodels
2022-02-14,1539,tidymodels
2022-02-15,1772,tidymodels
2022-02-16,1770,tidymodels
2022-02-17,1965,tidymodels
2022-02-18,1438,tidymodels
2022-02-19,627,tidymodels
2022-02-20,2981,tidymodels
2022-02-21,1578,tidymodels
2022-02-22,1939,tidymodels
2022-02-23,1991,tidymodels
2022-02-24,1877,tidymodels
2022-02-25,1523,tidymodels
2022-02-26,965,tidymodels
2022-02-27,940,tidymodels
2022-02-28,1765,tidymodels
2022-03-01,2160,tidymodels
2022-03-02,2503,tidymodels
2022-03-03,3031,tidymodels
2022-03-04,1828,tidymodels
2022-03-05,884,tidymodels
2022-03-06,855,tidymodels
2022-03-07,2040,tidymodels
2022-03-08,1982,tidymodels
2022-03-09,2219,tidymodels
2022-03-10,2048,tidymodels
2022-03-11,1933,tidymodels
2022-03-12,1089,tidymodels
2022-03-13,1071,tidymodels
2022-03-14,2082,tidymodels
2022-03-15,2420,tidymodels
2022-03-16,2507,tidymodels
2022-03-17,2755,tidymodels
2022-03-18,2038,tidymodels
2022-03-19,1451,tidymodels
2022-03-20,1571,tidymodels
2022-03-21,3115,tidymodels
2022-03-22,2586,tidymodels
2022-03-23,2652,tidymodels
2022-03-24,2839,tidymodels
2022-03-25,2475,tidymodels
2022-03-26,1230,tidymodels
2022-03-27,1131,tidymodels
2022-03-28,2324,tidymodels
2022-03-29,2519,tidymodels
2022-03-30,2683,tidymodels
2022-03-31,2657,tidymodels
2022-04-01,2090,tidymodels
2022-04-02,927,tidymodels
2022-04-03,935,tidymodels
2022-04-04,2489,tidymodels
2022-04-05,2912,tidymodels
2022-04-06,2437,tidymodels
2022-04-07,2532,tidymodels
2022-04-08,2284,tidymodels
2022-04-09,1394,tidymodels
2022-04-10,1174,tidymodels
2022-04-11,2291,tidymodels
2022-04-12,2457,tidymodels
2022-04-13,2794,tidymodels
2022-04-14,2578,tidymodels
2022-04-15,1873,tidymodels
2022-04-16,1807,tidymodels
2022-04-17,1754,tidymodels
2022-04-18,2895,tidymodels
2022-04-19,3006,tidymodels
2022-04-20,3339,tidymodels
2022-04-21,2927,tidymodels
2022-04-22,2702,tidymodels
2022-04-23,1694,tidymodels
2022-04-24,1473,tidymodels
2022-04-25,2847,tidymodels
2022-04-26,3155,tidymodels
2022-04-27,3305,tidymodels
2022-04-28,2995,tidymodels
2022-04-29,2630,tidymodels
2022-04-30,1827,tidymodels
2022-05-01,1780,tidymodels
2022-05-02,3028,tidymodels
2022-05-03,3331,tidymodels
2022-05-04,3617,tidymodels
2022-05-05,3310,tidymodels
2022-05-06,2914,tidymodels
2022-05-07,1716,tidymodels
2022-05-08,1777,tidymodels
2022-05-09,2858,tidymodels
2022-05-10,3434,tidymodels
2022-05-11,3203,tidymodels
2022-05-12,2965,tidymodels
2022-05-13,2885,tidymodels
2022-05-14,1202,tidymodels
2022-05-15,1054,tidymodels
2022-05-16,2671,tidymodels
2022-05-17,3002,tidymodels
2022-05-18,3138,tidymodels
2022-05-19,2828,tidymodels
2022-05-20,2475,tidymodels
2022-05-21,1489,tidymodels
2022-05-22,1407,tidymodels
2022-05-23,2779,tidymodels
2022-05-24,2689,tidymodels
2022-05-25,2589,tidymodels
2022-05-26,3118,tidymodels
2022-05-27,2705,tidymodels
2022-05-28,1505,tidymodels
2022-05-29,1404,tidymodels
2022-05-30,1903,tidymodels
2022-05-31,2729,tidymodels
2022-06-01,2834,tidymodels
2022-06-02,2847,tidymodels
2022-06-03,2524,tidymodels
2022-06-04,1619,tidymodels
2022-06-05,1467,tidymodels
2022-06-06,2973,tidymodels
2022-06-07,3474,tidymodels
2022-06-08,3372,tidymodels
2022-06-09,2772,tidymodels
2022-06-10,2454,tidymodels
2022-06-11,1703,tidymodels
2022-06-12,1616,tidymodels
2022-06-13,2839,tidymodels
2022-06-14,3086,tidymodels
2022-06-15,3113,tidymodels
2022-06-16,2816,tidymodels
2022-06-17,2276,tidymodels
2022-06-18,1505,tidymodels
2022-06-19,1423,tidymodels
2022-06-20,2580,tidymodels
2022-06-21,2435,tidymodels
2022-06-22,2693,tidymodels
2022-06-23,2102,tidymodels
2022-06-24,1907,tidymodels
2022-06-25,1273,tidymodels
2022-06-26,1512,tidymodels
2022-06-27,2257,tidymodels
2022-06-28,2143,tidymodels
2022-06-29,2611,tidymodels
2022-06-30,2365,tidymodels
2022-07-01,2136,tidymodels
2022-07-02,1264,tidymodels
2022-07-03,1321,tidymodels
2022-07-11,2536,tidymodels
2022-07-12,2710,tidymodels
2022-07-13,3347,tidymodels
2022-07-14,3046,tidymodels
2022-07-15,2493,tidymodels
2022-07-16,1701,tidymodels
2022-07-17,1753,tidymodels
2022-07-18,2745,tidymodels
2022-07-19,2689,tidymodels
2022-07-20,2641,tidymodels
2022-07-21,2688,tidymodels
2022-07-22,2273,tidymodels
2022-07-23,1312,tidymodels
2022-07-24,2141,tidymodels
2022-07-25,3248,tidymodels
2022-07-26,2629,tidymodels
2022-07-27,2698,tidymodels
2022-07-28,2593,tidymodels
2022-07-29,3867,tidymodels
2022-07-30,1327,tidymodels
2022-07-31,1243,tidymodels
2022-08-01,2161,tidymodels
2022-08-02,2286,tidymodels
2022-08-03,2256,tidymodels
2022-08-04,1858,tidymodels
2022-08-05,1510,tidymodels
2022-08-06,942,tidymodels
2022-08-07,868,tidymodels
2022-08-08,2683,tidymodels
2022-08-09,1963,tidymodels
2022-08-10,1984,tidymodels
2022-08-11,1857,tidymodels
2022-08-12,1917,tidymodels
2022-08-13,740,tidymodels
2022-08-14,844,tidymodels
2022-08-15,1966,tidymodels
